,rxn_id,temperature,ligand,solvent,precursor,base,cosolvent,ligand_PC1,ligand_PC2,ligand_PC3,ligand_PC4,ligand_PC5,ligand_PC6,ligand_PC7,ligand_PC8,ligand_PC9,ligand_PC10,ligand_PC11,ligand_PC12,ligand_PC13,ligand_PC14,ligand_PC15,ligand_PC16,ligand_PC17,ligand_PC18,ligand_PC19,ligand_PC20,ligand_PC21,ligand_PC22,ligand_PC23,ligand_PC24,ligand_PC25,ligand_PC26,ligand_PC27,ligand_PC28,ligand_PC29,ligand_PC30,ligand_PC31,ligand_PC32,ligand_PC33,ligand_PC34,ligand_PC35,ligand_PC36,ligand_PC37,F1,F2,F3,F4,NiCl2.6H2O,[Ni(COD)(DQ)],[Ni(oTol)(Cl)(PPh3)2],[Ni(oTol)(Cl)(TMEDA)],Cs2CO3,DBU,DIPEA,K3PO4,MeOH,none,water,temperature_descriptor
48464,48464,70,PPh3,MeTHF,[Ni(COD)(DQ)],Cs2CO3,MeOH,0.0383843320843269,0.2811341666768624,0.4532639241662862,0.4764997862214069,0.3075539806947323,0.294159318995865,0.3329478539083926,0.0781065925273677,0.4639773566252921,0.2898708033937159,0.5216684114169237,0.1839904520487055,0.5169681522983399,0.6981553846597341,0.4058910145521335,0.4550682438798028,0.4260370009617816,0.5010533988185224,0.6141327692023271,0.5021156684205692,0.2896449566241694,0.4104261563024021,0.4953330249298727,0.4377643001233174,0.160210097674923,0.3495168952899001,0.4889675014526328,0.5341103026908203,0.3263001225568612,0.568092281292848,0.4517788783194167,0.3151470998505463,0.633019667654481,0.6123269257124235,0.6456584076564343,0.3362872120371282,0.3287392588672766,0.5158730158730158,0.0,0.8656716417910446,0.4666666666666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5000000000000001
48484,48484,70,PPh3,MeCN,[Ni(oTol)(Cl)(TMEDA)],DBU,water,0.0383843320843269,0.2811341666768624,0.4532639241662862,0.4764997862214069,0.3075539806947323,0.294159318995865,0.3329478539083926,0.0781065925273677,0.4639773566252921,0.2898708033937159,0.5216684114169237,0.1839904520487055,0.5169681522983399,0.6981553846597341,0.4058910145521335,0.4550682438798028,0.4260370009617816,0.5010533988185224,0.6141327692023271,0.5021156684205692,0.2896449566241694,0.4104261563024021,0.4953330249298727,0.4377643001233174,0.160210097674923,0.3495168952899001,0.4889675014526328,0.5341103026908203,0.3263001225568612,0.568092281292848,0.4517788783194167,0.3151470998505463,0.633019667654481,0.6123269257124235,0.6456584076564343,0.3362872120371282,0.3287392588672766,0.1111111111111111,0.8478260869565218,0.0,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5000000000000001
48586,48586,70,PPh3,iPrOH,[Ni(oTol)(Cl)(TMEDA)],K3PO4,water,0.0383843320843269,0.2811341666768624,0.4532639241662862,0.4764997862214069,0.3075539806947323,0.294159318995865,0.3329478539083926,0.0781065925273677,0.4639773566252921,0.2898708033937159,0.5216684114169237,0.1839904520487055,0.5169681522983399,0.6981553846597341,0.4058910145521335,0.4550682438798028,0.4260370009617816,0.5010533988185224,0.6141327692023271,0.5021156684205692,0.2896449566241694,0.4104261563024021,0.4953330249298727,0.4377643001233174,0.160210097674923,0.3495168952899001,0.4889675014526328,0.5341103026908203,0.3263001225568612,0.568092281292848,0.4517788783194167,0.3151470998505463,0.633019667654481,0.6123269257124235,0.6456584076564343,0.3362872120371282,0.3287392588672766,0.238095238095238,0.7717391304347827,0.9552238805970148,0.7555555555555555,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5000000000000001
48614,48614,70,PPh3,iPrOH,NiCl2.6H2O,DIPEA,MeOH,0.0383843320843269,0.2811341666768624,0.4532639241662862,0.4764997862214069,0.3075539806947323,0.294159318995865,0.3329478539083926,0.0781065925273677,0.4639773566252921,0.2898708033937159,0.5216684114169237,0.1839904520487055,0.5169681522983399,0.6981553846597341,0.4058910145521335,0.4550682438798028,0.4260370009617816,0.5010533988185224,0.6141327692023271,0.5021156684205692,0.2896449566241694,0.4104261563024021,0.4953330249298727,0.4377643001233174,0.160210097674923,0.3495168952899001,0.4889675014526328,0.5341103026908203,0.3263001225568612,0.568092281292848,0.4517788783194167,0.3151470998505463,0.633019667654481,0.6123269257124235,0.6456584076564343,0.3362872120371282,0.3287392588672766,0.238095238095238,0.7717391304347827,0.9552238805970148,0.7555555555555555,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5000000000000001
48650,48650,70,PPh3,DEC,[Ni(COD)(DQ)],DIPEA,MeOH,0.0383843320843269,0.2811341666768624,0.4532639241662862,0.4764997862214069,0.3075539806947323,0.294159318995865,0.3329478539083926,0.0781065925273677,0.4639773566252921,0.2898708033937159,0.5216684114169237,0.1839904520487055,0.5169681522983399,0.6981553846597341,0.4058910145521335,0.4550682438798028,0.4260370009617816,0.5010533988185224,0.6141327692023271,0.5021156684205692,0.2896449566241694,0.4104261563024021,0.4953330249298727,0.4377643001233174,0.160210097674923,0.3495168952899001,0.4889675014526328,0.5341103026908203,0.3263001225568612,0.568092281292848,0.4517788783194167,0.3151470998505463,0.633019667654481,0.6123269257124235,0.6456584076564343,0.3362872120371282,0.3287392588672766,0.6428571428571428,0.4347826086956523,0.6417910447761194,0.2666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5000000000000001
49031,49031,70,PCy3,iPrOH,[Ni(oTol)(Cl)(PPh3)2],K3PO4,MeOH,0.1569255141859478,0.4619296562838362,0.1894358910722399,0.2171740039001031,0.3936852889915794,0.7095298641163765,0.4509075561823363,0.3329705681437086,0.4975840476606012,0.7286180756556289,0.303362771508996,0.5135627139776979,0.7400567618413563,0.3686337783075198,0.4043797389348928,0.3750520799408203,1.0,0.5352031158988321,0.7136244815048198,0.5820242319577561,0.0507766138255449,0.4771652419551787,0.5459507049171338,0.3834573955562229,0.5200958474001026,0.1991564832840807,0.6167147236445658,0.6237256306518038,0.3308703593015699,0.4148835679134651,0.4643725180486647,0.5142988230906733,0.1378383471635348,0.3792829047636385,0.7004509683876201,0.3009391934583882,0.5750254982234453,0.238095238095238,0.7717391304347827,0.9552238805970148,0.7555555555555555,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5000000000000001
49081,49081,70,PCy3,DEC,[Ni(COD)(DQ)],DIPEA,water,0.1569255141859478,0.4619296562838362,0.1894358910722399,0.2171740039001031,0.3936852889915794,0.7095298641163765,0.4509075561823363,0.3329705681437086,0.4975840476606012,0.7286180756556289,0.303362771508996,0.5135627139776979,0.7400567618413563,0.3686337783075198,0.4043797389348928,0.3750520799408203,1.0,0.5352031158988321,0.7136244815048198,0.5820242319577561,0.0507766138255449,0.4771652419551787,0.5459507049171338,0.3834573955562229,0.5200958474001026,0.1991564832840807,0.6167147236445658,0.6237256306518038,0.3308703593015699,0.4148835679134651,0.4643725180486647,0.5142988230906733,0.1378383471635348,0.3792829047636385,0.7004509683876201,0.3009391934583882,0.5750254982234453,0.6428571428571428,0.4347826086956523,0.6417910447761194,0.2666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5000000000000001
49147,49147,70,PCy3,EtOAc,NiCl2.6H2O,Cs2CO3,water,0.1569255141859478,0.4619296562838362,0.1894358910722399,0.2171740039001031,0.3936852889915794,0.7095298641163765,0.4509075561823363,0.3329705681437086,0.4975840476606012,0.7286180756556289,0.303362771508996,0.5135627139776979,0.7400567618413563,0.3686337783075198,0.4043797389348928,0.3750520799408203,1.0,0.5352031158988321,0.7136244815048198,0.5820242319577561,0.0507766138255449,0.4771652419551787,0.5459507049171338,0.3834573955562229,0.5200958474001026,0.1991564832840807,0.6167147236445658,0.6237256306518038,0.3308703593015699,0.4148835679134651,0.4643725180486647,0.5142988230906733,0.1378383471635348,0.3792829047636385,0.7004509683876201,0.3009391934583882,0.5750254982234453,0.5793650793650793,0.3695652173913044,0.6343283582089552,0.2666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5000000000000001
49369,49369,70,JohnPhos,MeCN,[Ni(COD)(DQ)],DIPEA,water,0.3807933215416242,0.8086775757541087,0.3676691900344437,0.5108506742471522,0.3851790803266943,0.1605457558074257,0.223678549788284,0.4790125371924458,0.4536125153447973,0.6600745258551488,0.4671515248262213,0.3382257367179817,0.4774042662534262,0.2107866406704683,0.3920311476463429,0.5933410797895498,0.1541479462343328,0.2155459959733858,1.0,0.4144482800388046,0.5182388790660445,0.1572576279532732,0.5212480694082715,0.2166322592673997,0.3804865368371032,0.3581507466909397,0.5290097579626776,0.4264215613049253,0.5182355173125238,0.7421779320342932,0.3474484777023349,0.6042028978856464,0.5983388343413064,0.4254566923266049,0.7824851065251512,0.3705537905698454,0.7250748886457561,0.1111111111111111,0.8478260869565218,0.0,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5000000000000001
49370,49370,70,JohnPhos,MeCN,[Ni(COD)(DQ)],DIPEA,MeOH,0.3807933215416242,0.8086775757541087,0.3676691900344437,0.5108506742471522,0.3851790803266943,0.1605457558074257,0.223678549788284,0.4790125371924458,0.4536125153447973,0.6600745258551488,0.4671515248262213,0.3382257367179817,0.4774042662534262,0.2107866406704683,0.3920311476463429,0.5933410797895498,0.1541479462343328,0.2155459959733858,1.0,0.4144482800388046,0.5182388790660445,0.1572576279532732,0.5212480694082715,0.2166322592673997,0.3804865368371032,0.3581507466909397,0.5290097579626776,0.4264215613049253,0.5182355173125238,0.7421779320342932,0.3474484777023349,0.6042028978856464,0.5983388343413064,0.4254566923266049,0.7824851065251512,0.3705537905698454,0.7250748886457561,0.1111111111111111,0.8478260869565218,0.0,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5000000000000001
49413,49413,70,JohnPhos,PhMe,[Ni(oTol)(Cl)(PPh3)2],K3PO4,none,0.3807933215416242,0.8086775757541087,0.3676691900344437,0.5108506742471522,0.3851790803266943,0.1605457558074257,0.223678549788284,0.4790125371924458,0.4536125153447973,0.6600745258551488,0.4671515248262213,0.3382257367179817,0.4774042662534262,0.2107866406704683,0.3920311476463429,0.5933410797895498,0.1541479462343328,0.2155459959733858,1.0,0.4144482800388046,0.5182388790660445,0.1572576279532732,0.5212480694082715,0.2166322592673997,0.3804865368371032,0.3581507466909397,0.5290097579626776,0.4264215613049253,0.5182355173125238,0.7421779320342932,0.3474484777023349,0.6042028978856464,0.5983388343413064,0.4254566923266049,0.7824851065251512,0.3705537905698454,0.7250748886457561,1.0,0.7500000000000001,0.7014925373134328,0.4222222222222223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5000000000000001
49445,49445,70,JohnPhos,iPrOH,[Ni(oTol)(Cl)(TMEDA)],DBU,MeOH,0.3807933215416242,0.8086775757541087,0.3676691900344437,0.5108506742471522,0.3851790803266943,0.1605457558074257,0.223678549788284,0.4790125371924458,0.4536125153447973,0.6600745258551488,0.4671515248262213,0.3382257367179817,0.4774042662534262,0.2107866406704683,0.3920311476463429,0.5933410797895498,0.1541479462343328,0.2155459959733858,1.0,0.4144482800388046,0.5182388790660445,0.1572576279532732,0.5212480694082715,0.2166322592673997,0.3804865368371032,0.3581507466909397,0.5290097579626776,0.4264215613049253,0.5182355173125238,0.7421779320342932,0.3474484777023349,0.6042028978856464,0.5983388343413064,0.4254566923266049,0.7824851065251512,0.3705537905698454,0.7250748886457561,0.238095238095238,0.7717391304347827,0.9552238805970148,0.7555555555555555,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5000000000000001
49446,49446,70,JohnPhos,iPrOH,[Ni(oTol)(Cl)(TMEDA)],Cs2CO3,none,0.3807933215416242,0.8086775757541087,0.3676691900344437,0.5108506742471522,0.3851790803266943,0.1605457558074257,0.223678549788284,0.4790125371924458,0.4536125153447973,0.6600745258551488,0.4671515248262213,0.3382257367179817,0.4774042662534262,0.2107866406704683,0.3920311476463429,0.5933410797895498,0.1541479462343328,0.2155459959733858,1.0,0.4144482800388046,0.5182388790660445,0.1572576279532732,0.5212480694082715,0.2166322592673997,0.3804865368371032,0.3581507466909397,0.5290097579626776,0.4264215613049253,0.5182355173125238,0.7421779320342932,0.3474484777023349,0.6042028978856464,0.5983388343413064,0.4254566923266049,0.7824851065251512,0.3705537905698454,0.7250748886457561,0.238095238095238,0.7717391304347827,0.9552238805970148,0.7555555555555555,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5000000000000001
49488,49488,70,JohnPhos,DEC,[Ni(oTol)(Cl)(TMEDA)],DIPEA,none,0.3807933215416242,0.8086775757541087,0.3676691900344437,0.5108506742471522,0.3851790803266943,0.1605457558074257,0.223678549788284,0.4790125371924458,0.4536125153447973,0.6600745258551488,0.4671515248262213,0.3382257367179817,0.4774042662534262,0.2107866406704683,0.3920311476463429,0.5933410797895498,0.1541479462343328,0.2155459959733858,1.0,0.4144482800388046,0.5182388790660445,0.1572576279532732,0.5212480694082715,0.2166322592673997,0.3804865368371032,0.3581507466909397,0.5290097579626776,0.4264215613049253,0.5182355173125238,0.7421779320342932,0.3474484777023349,0.6042028978856464,0.5983388343413064,0.4254566923266049,0.7824851065251512,0.3705537905698454,0.7250748886457561,0.6428571428571428,0.4347826086956523,0.6417910447761194,0.2666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5000000000000001
49623,49623,70,JohnPhos,MEK,NiCl2.6H2O,DBU,none,0.3807933215416242,0.8086775757541087,0.3676691900344437,0.5108506742471522,0.3851790803266943,0.1605457558074257,0.223678549788284,0.4790125371924458,0.4536125153447973,0.6600745258551488,0.4671515248262213,0.3382257367179817,0.4774042662534262,0.2107866406704683,0.3920311476463429,0.5933410797895498,0.1541479462343328,0.2155459959733858,1.0,0.4144482800388046,0.5182388790660445,0.1572576279532732,0.5212480694082715,0.2166322592673997,0.3804865368371032,0.3581507466909397,0.5290097579626776,0.4264215613049253,0.5182355173125238,0.7421779320342932,0.3474484777023349,0.6042028978856464,0.5983388343413064,0.4254566923266049,0.7824851065251512,0.3705537905698454,0.7250748886457561,0.4761904761904761,0.25,0.6194029850746268,0.1555555555555556,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5000000000000001
49794,49794,70,P(oTol)3,MeCN,[Ni(oTol)(Cl)(PPh3)2],Cs2CO3,none,0.2352210358390652,0.4385006037336071,0.4766744907674257,0.4251748084546118,0.4663732508730095,0.2279837729631592,0.3112940884879037,0.0,0.663739993868587,0.5482533949691281,0.3313334343185305,0.1389442464681026,0.3955860509761205,0.1984743249834683,0.6847686927358019,0.457995339466908,0.3613685298831038,0.8526826210957336,0.1901555044787653,0.40401194218422,0.2339390554035418,0.3399200983769989,0.1194502902985239,0.4530381383043891,0.5472763261767536,0.171829016845648,1.0,0.2428507339932504,0.2220604751052767,0.4699821932939528,1.0,0.5935232120672335,0.5763209397380866,0.6832524094458143,0.3186991830641726,0.2809043623518639,0.5651084436962885,0.1111111111111111,0.8478260869565218,0.0,0.2222222222222222,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5000000000000001
50817,50817,70,"P(2,4,6-TriMeO)3",DEC,[Ni(COD)(DQ)],K3PO4,none,0.6554634130957938,0.1965701400873573,0.9496457778269772,0.2724792750994655,1.0,0.5368520322740162,0.1809650569077259,0.6124295306101574,0.5375189232713868,0.4711879570864795,0.3217950194532591,0.3723266912800035,0.5255942871622592,0.0,0.2627110167293744,0.4497346243281206,0.6851760751589863,0.5954981389361369,0.8505672640088551,0.493703504186009,1.0,0.6590132714363296,0.4558361072828832,0.5115618423415597,0.2786806300480187,0.2781423695864358,0.5162099334444185,0.6430365057847333,0.4293184986605309,0.4696411578660371,0.3849403556704317,0.3896734799417943,0.6677410559522938,0.6791580501012332,0.5807756194652686,0.4034966250082131,0.458049228563954,0.6428571428571428,0.4347826086956523,0.6417910447761194,0.2666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5000000000000001
52218,52218,70,cataCXium ABn,MEK,NiCl2.6H2O,Cs2CO3,none,0.295097741102752,0.6250957242196835,0.3924347281377421,0.3311537929691953,0.2876028216354044,0.5479186627685952,0.3526369159730472,0.4593799818861445,0.3440160688417458,0.376843826031952,0.2504233857632547,0.4286357619697347,0.6057653001132292,0.0453175577564073,0.5723131755605456,0.146533931603217,0.0,0.4134222831577716,0.1733433637438388,0.6559517539371043,0.9004716505429062,0.4554716898947415,0.0,0.8979211320324596,0.2785731690812386,0.9344144667197998,0.688564506177465,0.3079947167803575,0.6312002611144025,0.3630122017039652,0.3724549407583825,0.3000437873524456,0.4149829362229025,0.1470452447327818,0.8609027529959601,0.4038145251104357,0.7550500570415652,0.4761904761904761,0.25,0.6194029850746268,0.1555555555555556,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5000000000000001
52224,52224,70,cataCXium ABn,tAmOH,[Ni(oTol)(Cl)(TMEDA)],DIPEA,none,0.295097741102752,0.6250957242196835,0.3924347281377421,0.3311537929691953,0.2876028216354044,0.5479186627685952,0.3526369159730472,0.4593799818861445,0.3440160688417458,0.376843826031952,0.2504233857632547,0.4286357619697347,0.6057653001132292,0.0453175577564073,0.5723131755605456,0.146533931603217,0.0,0.4134222831577716,0.1733433637438388,0.6559517539371043,0.9004716505429062,0.4554716898947415,0.0,0.8979211320324596,0.2785731690812386,0.9344144667197998,0.688564506177465,0.3079947167803575,0.6312002611144025,0.3630122017039652,0.3724549407583825,0.3000437873524456,0.4149829362229025,0.1470452447327818,0.8609027529959601,0.4038145251104357,0.7550500570415652,0.3333333333333333,0.6630434782608696,1.0,0.7555555555555555,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5000000000000001
52229,52229,70,cataCXium ABn,tAmOH,[Ni(oTol)(Cl)(TMEDA)],DBU,MeOH,0.295097741102752,0.6250957242196835,0.3924347281377421,0.3311537929691953,0.2876028216354044,0.5479186627685952,0.3526369159730472,0.4593799818861445,0.3440160688417458,0.376843826031952,0.2504233857632547,0.4286357619697347,0.6057653001132292,0.0453175577564073,0.5723131755605456,0.146533931603217,0.0,0.4134222831577716,0.1733433637438388,0.6559517539371043,0.9004716505429062,0.4554716898947415,0.0,0.8979211320324596,0.2785731690812386,0.9344144667197998,0.688564506177465,0.3079947167803575,0.6312002611144025,0.3630122017039652,0.3724549407583825,0.3000437873524456,0.4149829362229025,0.1470452447327818,0.8609027529959601,0.4038145251104357,0.7550500570415652,0.3333333333333333,0.6630434782608696,1.0,0.7555555555555555,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5000000000000001
52344,52344,70,cataCXium A,MeTHF,[Ni(COD)(DQ)],DIPEA,none,0.2576789282035009,0.5717710374783456,0.3791956275270399,0.1752046194197686,0.362768548905589,0.6012400160776653,0.4213272111132096,0.3513876591164172,0.3268379078371074,0.5802003145347481,0.3181690549907947,0.4543516525543208,0.663664479854397,0.213626604397706,0.3299251858267565,0.3856682641092416,0.5859362060913532,0.3066381873226188,0.2964334450055677,0.461554210889508,0.6074467614160071,0.6920537064286835,0.5825947067436994,0.3768310100744502,0.3035856604016304,0.668377601753147,0.1563836728402113,0.2769899284990043,0.3686389743904488,0.4013696381332285,0.9552139052840296,0.1971256544276479,1.0,0.2260348147528429,0.0,0.5502748983916145,0.2074638737231847,0.5158730158730158,0.0,0.8656716417910446,0.4666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5000000000000001
52577,52577,70,cataCXium A,EtOAc,[Ni(oTol)(Cl)(PPh3)2],DBU,MeOH,0.2576789282035009,0.5717710374783456,0.3791956275270399,0.1752046194197686,0.362768548905589,0.6012400160776653,0.4213272111132096,0.3513876591164172,0.3268379078371074,0.5802003145347481,0.3181690549907947,0.4543516525543208,0.663664479854397,0.213626604397706,0.3299251858267565,0.3856682641092416,0.5859362060913532,0.3066381873226188,0.2964334450055677,0.461554210889508,0.6074467614160071,0.6920537064286835,0.5825947067436994,0.3768310100744502,0.3035856604016304,0.668377601753147,0.1563836728402113,0.2769899284990043,0.3686389743904488,0.4013696381332285,0.9552139052840296,0.1971256544276479,1.0,0.2260348147528429,0.0,0.5502748983916145,0.2074638737231847,0.5793650793650793,0.3695652173913044,0.6343283582089552,0.2666666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5000000000000001
52820,52820,70,cataCXium POMetB,MeCN,[Ni(oTol)(Cl)(PPh3)2],Cs2CO3,MeOH,0.2973127373341334,0.8898857631552055,0.7202410491365353,0.7988479281504071,0.5673861681348579,0.6683971657786745,0.5202781423613755,0.1238749614227713,0.672090436580731,0.5453500735493679,0.3626553705524005,0.3353090548216378,0.2359663087595057,0.4943105080799195,0.0152304900509402,0.4399764843478368,0.5262949011070832,0.2345317342402013,0.256834210429448,0.7204856475218817,0.4931948525501209,0.8335737786937866,0.7214978294008481,0.1118247054639189,0.1471318395415473,0.381476087012907,0.921415759159544,0.1536689975915166,0.6779392305918,0.4760621502381723,0.2221726022661213,0.5178492163559283,0.2687289437037773,0.1644644297543235,0.4184717263558649,0.4836072247580238,0.4148847924329161,0.1111111111111111,0.8478260869565218,0.0,0.2222222222222222,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5000000000000001
